       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     212,     226,       0,     281,     315,     353,     366,     424,     461,     512,     532,     599,     624,     671,     696,     708,     726,     818,     816,     899,     908,     925,     954,     976,    1068,    1053,    1042,    1141,    1102,    1088,    1128,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     264,     318,     334,     374,     413,     462,     482,     515,     548,     605,     598,     657,     535,     744,     780,     829,     885,     891,     963,     991,     923,    1065,    1105,    1105,    1125,    1154,    1128,    1042,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     275,     272,     311,     325,     346,     395,     457,     467,     550,     565,     606,     638,     717,     695,     783,     807,     832,     912,     882,     966,     971,     697,     997,    1151,    1034,    1141,    1141,    1174,    1171,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     232,     260,     309,     317,     391,     415,     417,     461,     493,     539,     581,     585,     671,     717,     770,     768,     809,     887,     892,     772,     981,     948,    1024,    1085,    1086,    1120,    1077,    1142,    1155,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     143,       0,       0,     222,       0,     262,     302,     301,     351,     410,     422,     462,     464,     535,     594,     617,     582,     734,     727,     759,     835,     849,     876,     717,    1003,    1040,    1074,    1077,    1097,    1132,    1146,    1079,    1137,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     210,     252,     261,     303,     313,     385,     410,     437,     455,     545,     618,     655,     674,     737,     692,     782,     805,     874,     917,     946,     976,    1031,    1028,    1071,    1132,    1091,    1188,    1215,     831,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     198,       0,     274,     295,     343,     382,     399,     450,     456,     500,     551,     580,     654,     685,     701,     753,     831,     889,     900,     950,    1013,    1003,    1076,    1092,    1063,    1071,    1099,    1167,    1072,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     294,     302,     319,     362,     378,     411,     433,     472,     542,     587,     631,     605,     700,     716,     747,     833,     857,     910,     929,     985,    1019,    1012,    1164,    1159,    1155,    1064,    1032,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     192,     207,     247,     273,     299,     314,     358,     368,     430,     489,     555,     597,     579,     633,     644,     713,     774,     854,     883,     823,     910,     902,     946,     920,     918,     990,     941,    1006,    1119,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     224,     268,     301,     322,     352,     393,     418,     453,     497,     323,     552,     535,     663,     705,     755,     822,     832,     806,     858,     958,     896,    1011,    1130,    1084,    1177,    1067,     928,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     242,     257,     301,     337,     356,     358,     433,     476,     486,     525,     580,     595,     658,     681,     768,     780,     792,     829,     805,     951,     908,     669,     579,     607,     979,     923,
