       0,       0,       0,       0,     289,     318,     318,     366,     389,     416,     464,     504,     542,     566,     595,     659,     679,     708,     763,     768,     855,     863,     876,     934,     963,     997,    1009,    1036,    1063,    1074,    1088,    1078,    1122,    1102,    1118,    1103,    1104,    1125,    1087,     940,    1023,    1023,     943,     930,     908,     909,     801,
       0,       0,       0,       0,       0,     295,     272,     336,     346,     383,     426,     459,     482,     446,     539,     597,     643,     687,     722,     719,     685,     764,     829,     845,     858,     909,     957,     942,     989,    1032,    1012,    1009,    1030,    1023,    1040,    1024,     957,     986,     996,     911,     942,     947,     847,     840,     808,     786,     806,
       0,       0,       0,     213,       0,       0,     288,     324,     324,     363,     399,     422,     426,     490,     512,     551,     553,     571,     667,     653,     696,     687,     770,     783,     831,     773,     789,     870,     867,     912,     904,     952,     958,     955,     949,     955,     940,     934,     915,     918,     883,     829,     745,     789,     764,     751,     698,
       0,       0,       0,       0,       0,       0,       0,     298,     304,     311,     338,     399,     396,     434,     453,     465,     528,     541,     574,     604,     654,     701,     701,     690,     728,     744,     789,     785,     789,     837,     830,     865,     831,     862,     857,     848,     849,     835,     797,     797,     762,     743,     716,     702,     695,     658,     636,
       0,       0,       0,       0,     197,       0,       0,     287,     294,     280,     334,     342,     357,     410,     394,     446,     490,     549,     566,     523,     590,     575,     635,     687,     698,     701,     703,     723,     723,     770,     730,     777,     757,     753,     776,     775,     768,     748,     725,     701,     719,     668,     683,     688,     630,     627,     617,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     281,     295,     353,     347,     360,     384,     434,     465,     500,     480,     511,     546,     522,     581,     620,     614,     656,     655,     653,     661,     653,     678,     673,     673,     684,     700,     681,     696,     667,     653,     638,     646,     601,     602,     556,     551,     535,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     262,       0,     302,     311,     337,     357,     390,     402,     416,     430,     473,     488,     519,     522,     529,     557,     574,     571,     590,     603,     605,     609,     601,     603,     584,     591,     588,     593,     630,     597,     573,     608,     549,     545,     524,     512,     483,
       0,       0,       0,       0,       0,       0,       0,       0,     209,       0,       0,       0,       0,       0,     305,     292,     359,     350,     382,     396,     431,     448,     469,     469,     482,     470,     488,     503,     521,     536,     513,     568,     540,     528,     565,     559,     506,     524,     517,     523,     498,     507,     497,     498,     461,     465,     423,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     256,     291,     316,     312,     334,     331,     367,     393,     384,     411,     397,     411,     426,     436,     456,     470,     465,     488,     480,     489,     486,     479,     452,     468,     456,     448,     443,     434,     393,     420,     402,     405,     397,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     271,     268,     294,     295,     309,     358,     343,     340,     368,     352,     388,     350,     406,     412,     410,     438,     434,     442,     406,     430,     426,     443,     412,     401,     368,     387,     385,     380,     350,     366,     336,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     228,       0,     248,     261,     293,     304,     300,     324,     309,     338,     348,     341,     363,     350,     384,     402,     346,     388,     376,     388,     340,     366,     364,     343,     316,     342,     323,     311,     328,     327,     302,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     230,       0,       0,     240,     276,     274,     279,     291,     297,     280,     327,     326,     310,     330,     313,     326,     340,     325,     320,     320,     319,     316,     293,     279,     304,     277,       0,     262,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     205,       0,       0,     211,     231,     245,     226,     251,       0,     270,     266,     284,     274,     286,     269,     273,     284,     279,     275,     265,     272,     262,       0,       0,     234,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     232,       0,       0,       0,       0,     254,       0,     242,     234,     239,     243,       0,       0,       0,     216,     202,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     208,       0,       0,     201,     190,       0,       0,     197,     190,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
     NaN,     NaN,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
