     777,     834,     837,    1020,     975,    1106,    1108,    1136,    1322,    1359,    1398,    1510,    1630,    1699,    1703,    1818,    1946,    1752,    2031,    1583,    1792,    2165,    1933,    1641,    2122,    2025,    2029,    2009,    2061,    1998,    1925,    1969,    1865,    1793,    1705,    1666,    1572,    1625,    1464,    1392,    1301,    1201,    1163,    1173,     990,     938,     940,
     788,     769,     894,     952,    1004,    1049,    1103,    1237,    1227,    1304,    1425,    1496,    1641,    1681,    1717,    1782,    1922,    1784,    2064,    1736,    1429,    1414,    1369,    1815,    2026,    2151,    2010,    2013,    2092,    2041,    1990,    1847,    1787,    1668,    1699,    1612,    1548,    1573,    1456,    1308,    1290,    1217,    1169,    1090,     995,     949,     940,
     742,     810,     850,     913,     963,    1066,    1073,    1225,    1238,    1306,    1373,    1457,    1571,    1596,    1652,    1715,    1740,    1880,    1657,    2170,    2049,    1779,    2019,    2247,    1954,    2119,    1943,    1909,    2056,    1959,    1939,    1810,    1773,    1710,    1658,    1581,    1565,    1489,    1516,    1242,    1232,    1294,    1163,    1111,    1027,     987,     810,
     701,     764,     821,     907,     946,    1019,     996,    1082,    1221,    1315,    1289,    1421,    1500,    1381,    1543,    1718,    1774,    1678,    1830,    1672,    1786,    2045,    1924,    1722,    1941,    2047,    1929,    1838,    1968,    1952,    1853,    1686,    1704,    1654,    1646,    1538,    1390,    1479,    1382,    1280,    1279,    1165,    1047,    1074,     977,     899,     868,
     694,     748,     783,     902,     930,    1034,    1029,    1105,    1179,    1253,    1307,    1397,    1440,    1495,    1595,    1617,    1598,    1727,    1635,    1801,    2070,    1939,    2002,    1998,    2050,    1923,    1757,    1749,    1847,    1810,    1702,    1671,    1614,    1547,    1468,    1476,    1474,    1410,    1340,    1312,    1215,    1231,     999,    1049,     986,     925,     837,
     652,     705,     797,     843,     889,     941,     998,    1108,    1152,    1156,    1221,    1320,    1366,    1456,    1517,    1601,    1651,    1637,    1594,    1857,    1680,    1622,    1738,    1734,    1774,    1737,    1728,    1879,    1777,    1696,    1734,    1689,    1582,    1512,    1487,    1451,    1358,    1345,    1289,    1224,    1096,    1131,    1028,     978,     916,     855,     816,
     639,     700,     732,     781,     881,     959,     981,    1046,    1112,    1107,    1243,    1262,    1333,    1389,    1412,    1508,    1544,    1552,    1739,    1624,    1727,    1660,    1733,    1811,    1865,    1841,    1878,    1683,    1590,    1721,    1554,    1591,    1495,    1506,    1414,    1366,    1378,    1311,    1247,    1138,    1132,    1055,    1021,     942,     889,     849,     812,
     622,     642,     680,     745,     814,     881,     873,     993,    1057,    1065,    1132,    1193,    1304,    1305,    1403,    1489,    1432,    1457,    1565,    1631,    1653,    1563,    1470,    1524,    1611,    1546,    1618,    1651,    1688,    1539,    1531,    1488,    1438,    1460,    1362,    1394,    1329,    1250,    1220,    1105,    1086,     997,     858,     876,     805,     833,     763,
     551,     582,     677,     727,     766,     840,     856,     956,     974,    1020,    1104,    1188,    1200,    1276,    1335,    1350,    1404,    1449,    1435,    1566,    1514,    1483,    1465,    1458,    1405,    1436,    1443,    1451,    1561,    1525,    1501,    1456,    1374,    1392,    1300,    1256,    1240,    1175,    1165,    1068,    1018,     995,     894,     865,     782,     791,     713,
     536,     586,     628,     664,     753,     776,     804,     915,     941,    1000,    1029,    1062,    1168,    1200,    1246,    1251,    1359,    1390,    1386,    1523,    1394,    1410,    1392,    1359,    1331,    1462,    1387,    1453,    1413,    1517,    1383,    1376,    1352,    1310,    1281,    1237,    1094,    1136,    1067,     995,     971,     899,     880,     812,     766,     755,     662,
     483,     528,     579,     641,     702,     690,     781,     863,     880,     970,     978,    1034,    1075,    1160,    1153,    1191,    1236,    1265,    1314,    1405,    1332,    1363,    1269,    1237,    1201,    1335,    1314,    1304,    1398,    1369,    1319,    1312,    1298,    1284,    1217,    1176,    1086,    1066,    1005,     950,     948,     836,     722,     747,     728,     708,     633,
     441,     485,     507,     574,     638,     660,     720,     770,     814,     863,     937,     948,    1024,    1072,    1138,    1109,    1152,    1175,    1242,    1232,    1326,    1323,    1325,    1412,    1319,    1172,    1285,    1156,    1348,    1279,    1225,    1273,    1184,    1191,    1115,    1090,    1078,    1068,     954,     947,     836,     831,     798,     743,     692,     630,     607,
     448,     473,     500,     540,     607,     617,     663,     706,     746,     823,     884,     887,     918,    1021,    1005,    1047,    1072,    1156,    1204,    1166,    1245,    1185,    1160,    1261,    1275,    1354,    1265,    1269,    1255,    1162,    1214,    1214,    1057,    1106,    1032,    1020,     891,     926,     915,     841,     753,     736,     705,     649,     660,     624,     552,
     388,     422,     450,     491,     528,     557,     649,     685,     704,     725,     783,     819,     897,     949,     965,     979,    1067,    1081,    1141,    1082,    1133,    1139,    1200,    1245,    1138,    1102,    1175,    1120,    1150,    1162,    1088,    1122,    1045,    1009,    1013,     923,     915,     876,     838,     813,     720,     680,     708,     630,     532,     543,     490,
     364,     384,     389,     435,     475,     538,     587,     592,     632,     703,     718,     781,     819,     835,     845,     891,     946,    1021,    1004,    1023,    1026,    1083,    1087,    1020,    1109,    1083,    1098,    1069,    1111,    1030,    1030,     988,     975,     895,     900,     887,     878,     853,     771,     755,     694,     665,     631,     582,     545,     453,     450,
     320,     368,     384,     427,     462,     484,     553,     596,     590,     630,     654,     693,     773,     775,     763,     807,     858,     923,     910,     901,     972,    1015,     958,     949,    1004,    1000,     979,     941,     970,     892,     906,     676,     893,     861,     848,     814,     816,     755,     737,     572,     615,     628,     568,     518,     471,     463,     380,
     297,     334,     343,     375,     417,     460,     462,     516,     552,     577,     560,     596,     722,     689,     690,     740,     786,     810,     852,     811,     837,     911,     878,     900,     932,     912,     882,     845,     895,     843,     833,     837,     808,     796,     762,     727,     675,     687,     666,     416,     567,     542,     487,     471,     422,     394,     410,
       0,     284,     307,     351,     368,     381,     450,     455,     510,     530,     559,     610,     632,     643,     656,     659,     732,     731,     738,     715,     793,     789,     834,     827,     831,     799,     798,     760,     802,     784,     752,     746,     725,     723,     680,     695,     614,     496,     578,     511,     539,     514,     457,     455,     368,     349,     341,
     231,     270,     281,     326,     335,     357,     374,     405,     452,     497,     469,     516,     592,     570,     615,     616,     643,     666,     631,     672,     727,     698,     718,     710,     718,     716,     734,     708,     719,     732,     664,     686,     661,     598,     613,     585,     559,     381,     525,     495,     476,     451,     412,     372,     348,     299,     314,
       0,       0,     235,     277,     288,     311,     321,     365,     398,     423,     430,     451,     481,     524,     512,     566,     599,     588,     540,     603,     630,     680,     629,     656,     653,     663,     660,     640,     638,     640,     611,     586,     561,     544,     542,     505,     487,     499,     455,     460,     397,     416,     373,     367,     312,     284,       0,
     193,       0,     206,       0,     247,     299,     308,     340,     385,     349,     405,     430,     426,     473,     488,     486,     511,     528,     494,     540,     570,     579,     564,     594,     577,     560,     580,     556,     570,     561,     504,     531,     496,     474,     449,     465,     451,     441,     414,     381,     359,     351,     327,     298,     292,     264,     232,
       0,       0,       0,       0,       0,     251,     232,     285,     295,     324,     331,     375,     385,     408,     423,     435,     414,     431,     411,     478,     522,     500,     485,     496,     490,     491,     490,     477,     478,     457,     466,     440,     431,     418,     401,     406,     395,     366,     344,     342,     337,     299,     283,     263,     231,       0,       0,
       0,       0,       0,       0,       0,     221,     229,     233,     255,     261,     295,     311,     309,     348,     358,     366,     368,     392,     409,     405,     403,     423,     402,     442,     431,     410,     397,     401,     409,     409,     385,     378,     352,     349,     348,     346,     344,     288,     298,     269,       0,     250,     230,     223,       0,       0,       0,
       0,       0,       0,       0,       0,       0,     199,     225,     228,       0,     252,     264,     286,     281,     305,     325,     331,     322,     341,     357,     368,     378,     361,     361,     344,     351,     362,     356,     346,       0,     310,     318,     328,     296,     310,     290,     262,     251,     238,     214,     215,     224,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,     177,       0,     188,     211,     219,     245,     259,     271,     267,     280,     276,     294,     312,     311,     302,     302,     303,     306,     285,     280,     305,     307,     277,     286,     273,     272,     276,     276,     257,     214,       0,     203,       0,     182,       0,       0,       0,       0,       0,       0,
