     765,     803,     819,     878,     887,     967,     946,     995,    1093,    1129,    1162,    1114,    1158,    1187,    1157,    1275,    1305,    1225,    1262,    1243,    1273,    1213,    1225,    1188,    1122,    1140,    1121,    1049,    1021,     988,     967,     907,     833,     816,     750,     714,     676,     673,     607,     597,     523,     490,     463,     423,     375,     357,     343,
     716,     663,     807,     819,     878,     899,     927,     945,     943,    1044,    1070,    1074,    1100,    1127,    1116,    1141,    1192,    1152,    1164,    1124,    1196,    1151,    1095,    1057,    1082,    1093,    1033,    1006,     982,     946,     864,     842,     801,     752,     711,     687,     642,     627,     576,     506,     502,     469,     421,     414,     363,     362,     305,
     645,     671,     721,     740,     785,     841,     842,     925,     904,     965,     947,     993,    1041,     995,    1080,    1013,    1065,    1022,    1079,    1086,    1082,    1053,    1046,    1053,     997,     988,     927,     943,     916,     829,     797,     763,     723,     697,     685,     661,     585,     565,     516,     429,     446,     431,     401,     398,     347,     330,     271,
     601,     617,     664,     689,     731,     747,     748,     787,     840,     876,     871,     948,     972,     866,     920,     986,     968,     965,    1005,    1003,     895,     957,     952,     935,     947,     941,     908,     821,     792,     785,     753,     698,     654,     640,     629,     556,     515,     503,     496,     438,     429,     405,     344,     343,     300,     296,     271,
     533,     586,     601,     640,     673,     717,     757,     771,     789,     834,     829,     850,     876,     900,     935,     944,     872,     897,     932,     896,     922,     871,     892,     871,     893,     825,     722,     762,     722,     707,     668,     665,     636,     595,     571,     536,     526,     492,     414,     427,     392,     365,     296,     303,     277,     267,     236,
     490,     515,     557,     584,     602,     638,     681,     683,     730,     698,     683,     788,     787,     800,     835,     797,     852,     853,     826,     823,     821,     852,     822,     754,     773,     732,     720,     673,     648,     683,     651,     629,     596,     564,     532,     476,     432,     438,     398,     340,     325,     306,       0,       0,     241,     221,       0,
     442,     478,     504,     520,     587,     633,     616,     652,     682,     625,     697,     704,     696,     753,     738,     751,     807,     816,     775,     753,     739,     733,     751,     743,     724,     656,     628,     631,     592,     615,     560,     575,     509,     484,     442,     437,     402,     377,     368,     316,     295,     272,     275,     255,       0,       0,       0,
     410,     427,     434,     473,     502,     529,     505,     595,     613,     602,     610,     650,     669,     671,     658,     663,     701,     715,     690,     657,     666,     671,     620,     644,     611,     587,     602,     567,     556,     543,     515,     481,     478,     428,     397,     419,     359,     350,     334,     294,     278,       0,       0,       0,       0,       0,       0,
     336,     380,     424,     439,     424,     472,     460,     521,     544,     511,     572,     596,     583,     620,     573,     591,     630,     613,     629,     581,     617,     589,     580,     559,     538,     542,     533,     522,     504,     484,     455,     427,     396,     388,     358,     340,     320,     295,     284,       0,     245,     261,       0,       0,       0,       0,       0,
     312,     352,     341,     401,     401,     437,     424,     467,     492,     478,     494,     507,     541,     540,     516,     488,     550,     564,     547,     549,     565,     553,     557,     515,     491,     464,     480,     470,     432,     421,     373,     399,     357,     340,     322,     321,     275,     275,     250,       0,       0,       0,       0,       0,       0,       0,       0,
     269,     285,     304,     356,     370,     397,     367,     401,     385,     440,     436,     457,     466,     484,     464,     476,     487,     473,     492,     477,     493,     481,     454,     444,     421,     407,     418,     377,     390,     363,     348,     326,     317,     310,     272,       0,     248,       0,     217,       0,       0,       0,       0,       0,       0,       0,       0,
       0,     242,     253,     264,     287,     310,     319,     354,     344,     359,     381,     379,     405,     400,     407,     428,     433,     397,     417,     413,     410,     429,     384,     353,     373,     350,     351,     307,     332,     314,     289,     286,     280,     272,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,     278,     289,     279,     311,     300,     335,     350,     333,     339,     370,     337,     383,     370,     344,     358,     350,     369,     370,     335,     347,     325,     326,     304,     277,     289,     268,     262,       0,       0,     238,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,     242,     274,     269,     280,     278,     286,     320,     313,     320,     332,     334,     293,     328,     299,     325,     300,     306,     300,     299,     297,     269,       0,       0,     240,       0,       0,       0,     204,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,     218,     240,       0,     272,     261,     243,     243,     290,     267,     273,     278,     282,     270,     261,     247,     253,     247,     218,     223,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,     206,       0,     210,       0,     219,       0,     212,       0,     229,     225,       0,     221,     226,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     182,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     NaN,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     NaN,     NaN,
