     721,     764,     811,     915,     932,    1054,    1075,    1198,    1290,    1310,    1327,    1409,    1504,    1557,    1606,    1653,    1748,    1773,    1773,    1853,    1905,    2013,    1987,    2028,    2030,    2071,    2079,    2048,    1973,    1993,    1955,    1899,    1923,    1912,    1805,    1741,    1709,    1658,    1558,    1554,    1439,    1416,    1336,    1240,    1188,    1105,    1065,
     668,     738,     749,     827,     904,     946,    1025,    1123,    1171,    1208,    1276,    1355,    1389,    1462,    1531,    1615,    1628,    1668,    1698,    1775,    1860,    1562,    1954,    1926,    1936,    1969,    2017,    2009,    1789,    1819,    1885,    1864,    1840,    1737,    1717,    1682,    1586,    1541,    1521,    1459,    1323,    1286,    1301,    1209,    1106,    1070,     966,
     647,     708,     720,     808,     828,     863,     882,    1056,    1051,    1156,    1160,    1224,    1354,    1407,    1446,    1460,    1525,    1557,    1596,    1689,    1745,    1751,    1680,    1717,    1737,    1746,    1814,    1860,    1800,    1779,    1739,    1734,    1721,    1719,    1610,    1595,    1483,    1509,    1452,    1399,    1308,    1283,    1124,    1136,    1003,     964,     940,
     573,     606,     661,     731,     772,     816,     892,     892,    1010,    1044,    1110,    1194,    1225,    1283,    1299,    1351,    1430,    1476,    1507,    1547,    1566,    1582,    1616,    1541,    1586,    1659,    1726,    1664,    1671,    1640,    1656,    1544,    1543,    1543,    1504,    1443,    1436,    1375,    1296,    1277,    1215,    1196,    1092,    1061,     992,     906,     859,
     528,     577,     613,     666,     742,     763,     753,     882,     937,     988,    1044,    1095,    1146,    1197,    1251,    1229,    1352,    1386,    1359,    1412,    1497,    1510,    1545,    1503,    1527,    1520,    1546,    1504,    1536,    1522,    1517,    1441,    1434,    1356,    1383,    1377,    1269,    1270,    1166,    1159,    1120,    1066,     982,     968,     912,     851,     815,
     465,     547,     552,     623,     660,     726,     738,     798,     846,     896,     929,     984,    1082,    1104,    1130,    1216,    1203,    1275,    1276,    1274,    1318,    1331,    1377,    1324,    1391,    1431,    1411,    1382,    1459,    1394,    1361,    1310,    1301,    1323,    1258,    1240,    1177,    1217,    1096,    1071,    1061,     990,     889,     871,     816,     792,     734,
     465,     473,     502,     567,     570,     652,     669,     738,     784,     800,     848,     941,     931,    1007,    1035,    1041,    1119,    1165,    1163,    1165,    1193,    1222,    1259,    1256,    1291,    1300,    1281,    1160,    1274,    1330,    1246,    1217,    1235,    1229,    1148,    1137,    1072,    1092,    1030,     969,     937,     892,     862,     797,     753,     699,     653,
     392,     417,     448,     484,     551,     591,     607,     684,     708,     758,     806,     815,     857,     929,     913,     975,    1017,    1068,    1111,    1109,    1121,    1141,    1182,    1204,    1178,    1169,    1172,    1171,    1174,    1143,    1131,    1148,    1111,    1073,    1060,    1060,     967,     973,     914,     875,     833,     825,     762,     712,     684,     650,     604,
     341,     375,     386,     457,     464,     518,     586,     629,     622,     672,     726,     711,     802,     845,     844,     896,     913,     987,    1009,     982,    1028,    1023,    1072,    1052,    1099,    1084,    1065,    1049,    1045,    1075,    1078,    1019,     983,     999,     981,     975,     909,     851,     839,     796,     729,     709,     704,     636,     595,     578,     548,
     308,     336,     344,     400,     399,     476,     497,     522,     579,     598,     632,     671,     720,     753,     751,     798,     852,     900,     907,     893,     915,     895,     978,     991,     984,     988,     965,     975,     981,     951,     948,     906,     909,     871,     831,     853,     805,     777,     768,     723,     685,     681,     613,     606,     535,     533,     515,
     285,     314,     327,     358,     394,     440,     433,     496,     486,     562,     585,     627,     608,     678,     692,     743,     775,     770,     785,     793,     848,     842,     851,     873,     885,     840,     819,     833,     860,     820,     834,     582,     801,     819,     783,     749,     750,     705,     689,     585,     605,     594,     541,     521,     473,     454,     417,
     230,     268,     269,     321,     352,     358,     386,     429,     426,     494,     504,     469,     534,     616,     644,     645,     665,     662,     715,     721,     729,     734,     764,     785,     792,     782,     742,     743,     762,     750,     759,     732,     729,     704,     711,     674,     643,     626,     605,     373,     513,     538,     464,     463,     433,     420,     383,
     210,     240,     232,     282,     288,     327,     347,     383,     414,     424,     462,     489,     506,     555,     564,     548,     604,     579,     612,     617,     637,     616,     692,     668,     684,     668,     699,     673,     668,     644,     643,     618,     609,     592,     575,     583,     543,     432,     505,     447,     467,     469,     418,     412,     359,     336,     307,
       0,       0,       0,     250,     262,     288,     290,     333,     356,     357,     371,     415,     459,     461,     483,     487,     516,     554,     516,     545,     569,     588,     588,     583,     576,     589,     585,     570,     563,     575,     501,     562,     549,     531,     533,     519,     477,     346,     454,     452,     416,     399,     381,     364,     332,     269,     290,
       0,       0,       0,       0,     228,     260,     238,     253,     275,     324,     323,     352,     371,     425,     404,     408,     429,     462,     416,     472,     487,     492,     471,     472,     481,     487,     492,     500,     499,     503,     525,     476,     476,     465,     452,     445,     403,     424,     392,     375,     359,     345,     314,     297,     299,     276,       0,
       0,       0,       0,       0,       0,     205,     221,     231,     261,     276,     274,     300,     339,     336,     332,     368,     377,     413,     425,     394,     396,     410,     418,     430,     440,     420,     425,     429,     416,     441,     403,     396,     398,     383,     369,     365,     354,     341,     353,     321,     303,     298,     256,     236,       0,     215,       0,
       0,       0,       0,       0,       0,       0,       0,       0,     220,       0,     223,     261,     256,     286,     297,     306,     326,     350,     365,     324,     342,     380,     372,     374,     371,     377,     355,     376,     362,     351,     356,     325,     333,     334,     305,     341,     284,     292,     305,     265,     262,     239,     228,     224,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     249,     233,     258,     276,     267,     285,     266,     285,     319,     301,     306,     285,     306,     304,     301,     307,     292,     306,     285,     277,     275,     256,     270,     258,     233,     216,     237,     217,     209,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     197,       0,     215,     212,       0,     234,     223,     248,     252,     254,     232,     243,     253,     243,     240,     259,       0,     233,       0,     238,     218,     206,     209,       0,       0,       0,       0,       0,     164,       0,       0,       0,       0,       0,
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     192,       0,       0,     209,       0,     193,       0,       0,       0,     211,     200,     193,     216,     190,       0,     187,     182,     181,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,
