Power points Y
1535.0,1027.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,2529.0,3908.0,3931.0,3650.0,3353.0,2788.0,2735.0,2677.0,2371.0,2057.0,2075.0,1903.0,1779.0,1640.0,1615.0,36.0
481.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1022.0,3839.0,3229.0,3508.0,3507.0,2732.0,2587.0,2626.0,2379.0,2170.0,2129.0,2052.0,2148.0,1957.0,1161.0,3.0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110.0,3112.0,4172.0,3920.0,3072.0,2838.0,2652.0,2603.0,2292.0,2190.0,2183.0,1737.0,1767.0,2356.0,620.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,1932.0,4248.0,2607.0,2723.0,2563.0,2469.0,2284.0,2238.0,2091.0,1969.0,1564.0,1451.0,2236.0,311.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,545.0,3883.0,2589.0,3152.0,2813.0,2699.0,2406.0,2087.0,2091.0,1895.0,1795.0,1430.0,1852.0,91.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,2368.0,3869.0,2695.0,2417.0,2448.0,2180.0,2010.0,1868.0,1931.0,2096.0,1680.0,1335.0,4.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,756.0,3953.0,2205.0,2357.0,2321.0,1742.0,1696.0,1555.0,1489.0,1556.0,2555.0,977.0,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118.0,2604.0,4242.0,3086.0,3194.0,3167.0,2455.0,2013.0,1847.0,1699.0,1308.0,117.0,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,482.0,1933.0,1188.0,1041.0,718.0,357.0,105.0,57.0,13.0,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
